       66	2017-06-19 11:41:21	1	0	1	0
       16	2017-06-19 11:41:27	1	0	1	0
       15	2017-06-19 11:41:31	1	0	1	0
       52	2017-06-19 11:42:44	1	0	1	0
       51	2017-06-19 11:43:06	1	0	1	0
       50	2017-06-19 11:43:10	1	0	1	0
       49	2017-06-19 11:43:14	1	0	1	0
        3	2017-06-19 11:50:05	1	0	1	0
       59	2017-06-19 11:50:13	1	0	1	0
       60	2017-06-19 11:50:15	1	0	1	0
       21	2017-06-19 11:50:21	1	0	1	0
       65	2017-06-19 11:53:40	1	0	1	0
       62	2017-06-19 11:53:43	1	0	1	0
       12	2017-06-19 11:54:10	1	0	1	0
       64	2017-06-19 11:54:14	1	0	1	0
       63	2017-06-19 11:54:16	1	0	1	0
       57	2017-06-19 12:03:04	1	0	1	0
       57	2017-06-20 07:50:02	1	0	1	0
       47	2017-06-20 07:50:14	1	0	1	0
       16	2017-06-20 07:50:40	1	0	1	0
       48	2017-06-20 07:50:49	1	0	1	0
       19	2017-06-20 07:52:23	1	0	1	0
       20	2017-06-20 07:52:26	1	0	1	0
       28	2017-06-20 07:52:44	1	0	1	0
       26	2017-06-20 07:54:08	1	0	1	0
       27	2017-06-20 07:55:27	1	0	1	0
       41	2017-06-20 07:57:15	1	0	1	0
       18	2017-06-20 07:57:28	1	0	1	0
       52	2017-06-20 08:00:59	1	0	1	0
        3	2017-06-20 08:01:27	1	0	1	0
       13	2017-06-20 08:01:50	1	0	1	0
       13	2017-06-20 08:01:52	1	0	1	0
       56	2017-06-20 08:01:56	1	0	1	0
       54	2017-06-20 08:02:01	1	0	1	0
       60	2017-06-20 08:03:36	1	0	1	0
       25	2017-06-20 08:03:43	1	0	1	0
       21	2017-06-20 08:04:34	1	0	1	0
       22	2017-06-20 08:04:37	1	0	1	0
       15	2017-06-20 08:04:57	1	0	1	0
       67	2017-06-20 08:05:02	1	0	1	0
        8	2017-06-20 08:05:06	1	0	1	0
       34	2017-06-20 08:05:10	1	0	1	0
       23	2017-06-20 08:05:26	1	0	1	0
       63	2017-06-20 08:06:41	1	0	1	0
       24	2017-06-20 08:06:43	1	0	1	0
       64	2017-06-20 08:06:50	1	0	1	0
       62	2017-06-20 08:06:54	1	0	1	0
       50	2017-06-20 08:07:01	1	0	1	0
       49	2017-06-20 08:07:08	1	0	1	0
       51	2017-06-20 08:07:12	1	0	1	0
        2	2017-06-20 08:07:16	1	0	1	0
       45	2017-06-20 08:07:23	1	0	1	0
       44	2017-06-20 08:07:28	1	0	1	0
       58	2017-06-20 08:07:33	1	0	1	0
       38	2017-06-20 08:07:36	1	0	1	0
       29	2017-06-20 08:07:48	1	0	1	0
       68	2017-06-20 08:07:52	1	0	1	0
       32	2017-06-20 08:08:10	1	0	1	0
       55	2017-06-20 08:08:26	1	0	1	0
        9	2017-06-20 08:08:30	1	0	1	0
       11	2017-06-20 08:08:33	1	0	1	0
       66	2017-06-20 08:08:41	1	0	1	0
       42	2017-06-20 08:09:06	1	0	1	0
        7	2017-06-20 08:09:29	1	0	1	0
       33	2017-06-20 08:10:05	1	0	1	0
       35	2017-06-20 08:10:40	1	0	1	0
       43	2017-06-20 08:10:43	1	0	1	0
       59	2017-06-20 08:11:29	1	0	1	0
       36	2017-06-20 08:11:34	1	0	1	0
       46	2017-06-20 08:12:17	1	0	1	0
       10	2017-06-20 08:12:20	1	0	1	0
       61	2017-06-20 08:12:25	1	0	1	0
       31	2017-06-20 08:12:32	1	0	1	0
        6	2017-06-20 08:12:43	1	0	1	0
        4	2017-06-20 08:12:49	1	0	1	0
        5	2017-06-20 08:13:45	1	0	1	0
       39	2017-06-20 08:13:49	1	0	1	0
       37	2017-06-20 08:14:04	1	0	1	0
       65	2017-06-20 08:14:50	1	0	1	0
       14	2017-06-20 08:14:57	1	0	1	0
       17	2017-06-20 08:15:08	1	0	1	0
       14	2017-06-20 08:15:15	1	0	1	0
       30	2017-06-20 08:21:05	1	0	1	0
       47	2017-06-20 11:30:29	1	0	1	0
       52	2017-06-20 11:31:01	1	0	1	0
       33	2017-06-20 11:31:32	1	0	1	0
       21	2017-06-20 11:31:45	1	0	1	0
       22	2017-06-20 11:32:28	1	0	1	0
       43	2017-06-20 11:32:32	1	0	1	0
       23	2017-06-20 11:32:37	1	0	1	0
       20	2017-06-20 11:32:39	1	0	1	0
       27	2017-06-20 11:32:44	1	0	1	0
       19	2017-06-20 11:32:49	1	0	1	0
       37	2017-06-20 11:33:08	1	0	1	0
       35	2017-06-20 11:33:12	1	0	1	0
       34	2017-06-20 11:33:28	1	0	1	0
       42	2017-06-20 11:33:32	1	0	1	0
       32	2017-06-20 11:33:36	1	0	1	0
       26	2017-06-20 11:33:39	1	0	1	0
       28	2017-06-20 11:33:44	1	0	1	0
       31	2017-06-20 11:33:51	1	0	1	0
       25	2017-06-20 11:33:58	1	0	1	0
        7	2017-06-20 11:34:39	1	0	1	0
       13	2017-06-20 11:35:33	1	0	1	0
        9	2017-06-20 11:35:45	1	0	1	0
       46	2017-06-20 11:35:53	1	0	1	0
       48	2017-06-20 11:35:57	1	0	1	0
       11	2017-06-20 11:36:00	1	0	1	0
       36	2017-06-20 11:36:06	1	0	1	0
       12	2017-06-20 11:36:09	1	0	1	0
       10	2017-06-20 11:36:16	1	0	1	0
       68	2017-06-20 11:36:22	1	0	1	0
       39	2017-06-20 11:36:26	1	0	1	0
        2	2017-06-20 11:36:41	1	0	1	0
       50	2017-06-20 11:37:02	1	0	1	0
       51	2017-06-20 11:37:05	1	0	1	0
       49	2017-06-20 11:37:12	1	0	1	0
       16	2017-06-20 11:37:18	1	0	1	0
        3	2017-06-20 11:37:23	1	0	1	0
       41	2017-06-20 11:37:28	1	0	1	0
       66	2017-06-20 11:37:37	1	0	1	0
       38	2017-06-20 11:37:42	1	0	1	0
       44	2017-06-20 11:38:39	1	0	1	0
       45	2017-06-20 11:38:42	1	0	1	0
        4	2017-06-20 11:38:46	1	0	1	0
        5	2017-06-20 11:38:48	1	0	1	0
       59	2017-06-20 11:38:58	1	0	1	0
       60	2017-06-20 11:39:01	1	0	1	0
       61	2017-06-20 11:39:03	1	0	1	0
        6	2017-06-20 11:39:09	1	0	1	0
       30	2017-06-20 11:39:15	1	0	1	0
       29	2017-06-20 11:39:28	1	0	1	0
       65	2017-06-20 11:39:36	1	0	1	0
       64	2017-06-20 11:39:41	1	0	1	0
       62	2017-06-20 11:39:44	1	0	1	0
       63	2017-06-20 11:39:49	1	0	1	0
       18	2017-06-20 11:39:52	1	0	1	0
       15	2017-06-20 11:39:56	1	0	1	0
       17	2017-06-20 11:39:58	1	0	1	0
       69	2017-06-20 11:40:15	1	0	1	0
       56	2017-06-20 11:41:43	1	0	1	0
       24	2017-06-20 11:41:51	1	0	1	0
       54	2017-06-20 11:42:24	1	0	1	0
       55	2017-06-20 11:43:03	1	0	1	0
       14	2017-06-20 11:44:30	1	0	1	0
       57	2017-06-20 11:45:22	1	0	1	0
       69	2017-06-20 11:45:28	1	0	1	0
       58	2017-06-20 11:45:40	1	0	1	0
